cw_index	dep	distance	head	cw_type	path	position	same_sent	sent_index	side	steps	text_index	wordform	token_id	type	conc_distance	conc_id	ann_3	ann_1	ann_2	ann_4	votes	rgx_lemma	right_1	right_2	right_3	right_4	count_cue	sense_1	sense_2	sense_3	sense_4	majority_sense	final_sense	collapsed_sense
heilzaam/adj/volkskrant_20010818_77/272/L11	su	11	11	verontwaardiging/noun	wanneer->nucl:ben->[predc:#T,body:heb->su:CW]	L11	TRUE	5	L	4	261	verontwaardiging	heilzaam/adj/volkskrant_20010818_77/272	heilzaam	11	heilzaam/adj/volkskrant_20010818_77/272/L10	TRUE	FALSE	TRUE	FALSE	2	verontwaardiging	FALSE	TRUE	TRUE	FALSE	2	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20010829_1/614/R1	obj1	1	11	effect/noun	CW->mod:#T	R1	TRUE	14	R	1	615	effect	heilzaam/adj/volkskrant_20010829_1/614	heilzaam	1	heilzaam/adj/volkskrant_20010829_1/614/R0	TRUE	TRUE	TRUE	FALSE	3	effect	TRUE	TRUE	TRUE	FALSE	3	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20010829_1/614/R3	obj1	3	15	heroïne_verstrekking/noun	effect->[mod:#T,mod:van->obj1:CW]	R3	TRUE	16	R	3	617	heroïneverstrekking	heilzaam/adj/volkskrant_20010829_1/614	heilzaam	3	heilzaam/adj/volkskrant_20010829_1/614/R2	FALSE	TRUE	TRUE	FALSE	2	heroïne_verstrekking	TRUE	TRUE	FALSE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20011117_226/1240/R1	obj1	1	6	kracht/noun	CW->mod:#T	R1	TRUE	9	R	1	1241	kracht	heilzaam/adj/volkskrant_20011117_226/1240	heilzaam	1	heilzaam/adj/volkskrant_20011117_226/1240/R0	TRUE	TRUE	TRUE	FALSE	3	kracht	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20011117_226/1240/R3	obj1	3	10	dolfijn/noun	kracht->[mod:#T,mod:van->obj1:CW]	R3	TRUE	11	R	3	1243	dolfijnen	heilzaam/adj/volkskrant_20011117_226/1240	heilzaam	3	heilzaam/adj/volkskrant_20011117_226/1240/R2	TRUE	TRUE	FALSE	FALSE	2	dolfijn	TRUE	FALSE	TRUE	FALSE	2	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20020116_68/848/R1	obj1	1	5	werking/noun	CW->mod:#T	R1	TRUE	8	R	1	849	werking	heilzaam/adj/volkskrant_20020116_68/848	heilzaam	1	heilzaam/adj/volkskrant_20020116_68/848/R0	TRUE	TRUE	FALSE	FALSE	2	werking	TRUE	FALSE	TRUE	FALSE	2	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20020116_68/848/R4	obj1	4	9	concurrentie/noun	werking->[mod:#T,mod:van->obj1:CW]	R4	TRUE	11	R	3	852	concurrentie	heilzaam/adj/volkskrant_20020116_68/848	heilzaam	4	heilzaam/adj/volkskrant_20020116_68/848/R3	TRUE	TRUE	TRUE	FALSE	3	concurrentie	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20020215_89/621/L3	mod	3	3	geestelijk/adj	werk->[mod:#T,su:rust->mod:CW]	L3	TRUE	2	L	3	618	geestelijke	heilzaam/adj/volkskrant_20020215_89/621	heilzaam	3	heilzaam/adj/volkskrant_20020215_89/621/L2	TRUE	FALSE	TRUE	FALSE	2	geestelijk	FALSE	TRUE	TRUE	FALSE	2	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20020215_89/621/L2	su	2	4	rust/noun	werk->[mod:#T,su:CW]	L2	TRUE	3	L	2	619	rust	heilzaam/adj/volkskrant_20020215_89/621	heilzaam	2	heilzaam/adj/volkskrant_20020215_89/621/L1	TRUE	FALSE	TRUE	FALSE	2	rust	FALSE	TRUE	TRUE	FALSE	2	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20020215_89/621/R3	obj1	3	6	prestatie/noun	werk->[mod:#T,ld:op->obj1:CW]	R3	TRUE	8	R	3	624	prestaties	heilzaam/adj/volkskrant_20020215_89/621	heilzaam	3	heilzaam/adj/volkskrant_20020215_89/621/R2	TRUE	TRUE	TRUE	FALSE	3	prestatie	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20020329_79/1221/L2	su	2	30	advocaat_systeem/noun	bewijs->obj1:werking->[mod:#T,su:CW]	L2	TRUE	24	L	3	1219	advocatensysteem	heilzaam/adj/volkskrant_20020329_79/1221	heilzaam	2	heilzaam/adj/volkskrant_20020329_79/1221/L1	TRUE	TRUE	TRUE	FALSE	3	advocaat_systeem	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20020329_79/1221/R1	obj1	1	30	werking/noun	CW->mod:#T	R1	TRUE	27	R	1	1222	werking	heilzaam/adj/volkskrant_20020329_79/1221	heilzaam	1	heilzaam/adj/volkskrant_20020329_79/1221/R0	TRUE	TRUE	FALSE	FALSE	2	werking	TRUE	FALSE	TRUE	FALSE	2	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20020504_185/530/L7	mod	7	9	levensbedreig/adj	NA	L7	FALSE	NA	L	NA	523	levensbedreigende	heilzaam/adj/volkskrant_20020504_185/530	heilzaam	5	heilzaam/adj/volkskrant_20020504_185/530/L4	TRUE	TRUE	FALSE	FALSE	2	levensbedreig	TRUE	FALSE	TRUE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20020504_185/530/L6	obj1	6	6	aandoening/noun	NA	L6	FALSE	NA	L	NA	524	aandoeningen	heilzaam/adj/volkskrant_20020504_185/530	heilzaam	4	heilzaam/adj/volkskrant_20020504_185/530/L3	TRUE	TRUE	FALSE	FALSE	2	aandoening	TRUE	FALSE	TRUE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20020504_185/530/R1	su	1	8	werking/noun	CW->mod:#T	R1	TRUE	4	R	1	531	werking	heilzaam/adj/volkskrant_20020504_185/530	heilzaam	1	heilzaam/adj/volkskrant_20020504_185/530/R0	TRUE	TRUE	FALSE	FALSE	2	werking	TRUE	FALSE	TRUE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20020504_185/530/R3	mod	3	7	lichamelijk/adj	werking->[mod:#T,mod:van->obj1:contact->mod:CW]	R3	TRUE	6	R	4	533	lichamelijk	heilzaam/adj/volkskrant_20020504_185/530	heilzaam	3	heilzaam/adj/volkskrant_20020504_185/530/R2	TRUE	TRUE	TRUE	FALSE	3	lichamelijk	TRUE	TRUE	TRUE	FALSE	3	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20020504_185/530/R4	obj1	4	5	contact/noun	werking->[mod:#T,mod:van->obj1:CW]	R4	TRUE	7	R	3	534	contact	heilzaam/adj/volkskrant_20020504_185/530	heilzaam	4	heilzaam/adj/volkskrant_20020504_185/530/R3	TRUE	TRUE	TRUE	FALSE	3	contact	TRUE	TRUE	TRUE	FALSE	3	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20020516_137/112/R2	vc	2	12	werk/verb	CW->mod:#T	R2	TRUE	13	R	1	114	werken	heilzaam/adj/volkskrant_20020516_137/112	heilzaam	2	heilzaam/adj/volkskrant_20020516_137/112/R1	TRUE	TRUE	FALSE	FALSE	2	werk	TRUE	FALSE	TRUE	FALSE	2	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20020516_137/112/R7	vc	7	17	sluit_op/verb	werk->[mod:#T,mod:als->body:word->vc:CW]	R7	TRUE	18	R	4	119	opgesloten	heilzaam/adj/volkskrant_20020516_137/112	heilzaam	7	heilzaam/adj/volkskrant_20020516_137/112/R6	TRUE	TRUE	TRUE	FALSE	3	sluit_op	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20020801_64/555/R1	obj1	1	5	effect/noun	CW->mod:#T	R1	TRUE	8	R	1	556	effecten	heilzaam/adj/volkskrant_20020801_64/555	heilzaam	1	heilzaam/adj/volkskrant_20020801_64/555/R0	TRUE	TRUE	TRUE	FALSE	3	effect	TRUE	TRUE	TRUE	FALSE	3	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20020801_64/555/R9	obj1	9	3	zuurstof/noun	NA	R9	FALSE	NA	R	NA	564	zuurstof	heilzaam/adj/volkskrant_20020801_64/555	heilzaam	7	heilzaam/adj/volkskrant_20020801_64/555/R6	TRUE	TRUE	FALSE	FALSE	2	zuurstof	TRUE	FALSE	TRUE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20020821_94/213/R1	obj1	1	13	kracht/noun	CW->mod:#T	R1	TRUE	16	R	1	214	kracht	heilzaam/adj/volkskrant_20020821_94/213	heilzaam	1	heilzaam/adj/volkskrant_20020821_94/213/R0	TRUE	TRUE	TRUE	FALSE	3	kracht	TRUE	TRUE	TRUE	FALSE	3	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20020821_94/213/R4	obj1	4	17	blad/noun	kracht->[mod:#T,mod:van->obj1:CW]	R4	TRUE	19	R	3	217	bladeren	heilzaam/adj/volkskrant_20020821_94/213	heilzaam	4	heilzaam/adj/volkskrant_20020821_94/213/R3	TRUE	TRUE	FALSE	FALSE	2	blad	TRUE	FALSE	TRUE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20020821_94/213/R8	su	8	2	rooi_bos/noun	NA	R8	FALSE	NA	R	NA	221	Rooibos	heilzaam/adj/volkskrant_20020821_94/213	heilzaam	6	heilzaam/adj/volkskrant_20020821_94/213/R5	TRUE	TRUE	TRUE	FALSE	3	rooi_bos	TRUE	TRUE	TRUE	FALSE	3	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20030607_116/186/R5	obj1	5	5	aandeel_markt/noun	gevolg->[mod:#T,mod:voor->obj1:CW]	R5	TRUE	8	R	3	191	aandelenmarkt	heilzaam/adj/volkskrant_20030607_116/186	heilzaam	5	heilzaam/adj/volkskrant_20030607_116/186/R4	TRUE	TRUE	TRUE	FALSE	3	aandeel_markt	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20031018_224/276/R6	obj1	6	26	woede/noun	geef->obj1:onderzoek->mod:waarin->body:heb->vc:krijg->vc:te->body:lees->pc:over->obj1:werking->[mod:#T,obj2:aan->obj1:CW]	R6	TRUE	27	R	11	282	woede	heilzaam/adj/volkskrant_20031018_224/276	heilzaam	6	heilzaam/adj/volkskrant_20031018_224/276/R5	TRUE	FALSE	TRUE	FALSE	2	woede	FALSE	TRUE	TRUE	FALSE	2	heilzaam_1	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20031028_28/255/L2	obj1	2	17	long_DIM/noun	geef->obj2:bos-en->[mod:#T,mod:om->obj1:CW]	L2	TRUE	20	L	4	253	longetjes	heilzaam/adj/volkskrant_20031028_28/255	heilzaam	2	heilzaam/adj/volkskrant_20031028_28/255/L1	TRUE	TRUE	TRUE	FALSE	3	long_DIM	TRUE	TRUE	TRUE	FALSE	3	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20031028_28/255/R1	obj2	1	26	bos-en/noun	CW->mod:#T	R1	TRUE	23	R	1	256	bos-en	heilzaam/adj/volkskrant_20031028_28/255	heilzaam	1	heilzaam/adj/volkskrant_20031028_28/255/R0	TRUE	TRUE	FALSE	FALSE	2	bos\-en	TRUE	FALSE	TRUE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20031028_28/255/R2	obj1	2	26	zeelucht/noun	geef->obj2:bos-en->[mod:#T,obj1:CW]	R2	TRUE	24	R	3	257	zeelucht	heilzaam/adj/volkskrant_20031028_28/255	heilzaam	2	heilzaam/adj/volkskrant_20031028_28/255/R1	TRUE	TRUE	FALSE	FALSE	2	zeelucht	TRUE	FALSE	TRUE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20031108_14/273/R1	obj1	1	17	werking/noun	CW->mod:#T	R1	TRUE	16	R	1	274	werking	heilzaam/adj/volkskrant_20031108_14/273	heilzaam	1	heilzaam/adj/volkskrant_20031108_14/273/R0	TRUE	TRUE	FALSE	FALSE	2	werking	TRUE	FALSE	TRUE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20031108_14/273/R5	obj1	5	18	prostaat/noun	heb->obj1:werking->[mod:#T,mod:op->obj1:CW]	R5	TRUE	20	R	4	278	prostaat	heilzaam/adj/volkskrant_20031108_14/273	heilzaam	5	heilzaam/adj/volkskrant_20031108_14/273/R4	TRUE	TRUE	TRUE	FALSE	3	prostaat	TRUE	TRUE	TRUE	FALSE	3	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20031108_14/273/R10	su	10	3	stof/noun	NA	R10	FALSE	NA	R	NA	283	stof	heilzaam/adj/volkskrant_20031108_14/273	heilzaam	8	heilzaam/adj/volkskrant_20031108_14/273/R7	TRUE	TRUE	FALSE	FALSE	2	stof	TRUE	FALSE	TRUE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20031108_14/273/R14	obj1	14	5	voeding_supplement/noun	NA	R14	FALSE	NA	R	NA	287	voedingssupplementen	heilzaam/adj/volkskrant_20031108_14/273	heilzaam	12	heilzaam/adj/volkskrant_20031108_14/273/R11	TRUE	TRUE	FALSE	FALSE	2	voeding_supplement	TRUE	FALSE	TRUE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20040227_up.artikelen-A_527/345/R1	obj1	1	13	boodschap/noun	CW->mod:#T	R1	TRUE	11	R	1	346	boodschap	heilzaam/adj/volkskrant_20040227_up.artikelen-A_527/345	heilzaam	1	heilzaam/adj/volkskrant_20040227_up.artikelen-A_527/345/R0	TRUE	TRUE	TRUE	FALSE	3	boodschap	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20040303_30/51/L1	su	1	12	kritiek/noun	werk->[mod:#T,su:CW]	L1	TRUE	10	L	2	50	kritiek	heilzaam/adj/volkskrant_20040303_30/51	heilzaam	1	heilzaam/adj/volkskrant_20040303_30/51/L0	TRUE	TRUE	TRUE	FALSE	3	kritiek	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20040522extra_31/218/L9	obj1	9	5	zeelucht/noun	zal->vc:heb->obj1:effect->[mod:#T,su:adem_in->mod:van->obj1:CW]	L9	TRUE	8	L	6	209	zeelucht	heilzaam/adj/volkskrant_20040522extra_31/218	heilzaam	9	heilzaam/adj/volkskrant_20040522extra_31/218/L8	TRUE	TRUE	FALSE	FALSE	2	zeelucht	TRUE	FALSE	TRUE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20040522extra_31/218/L6	cnj	6	14	long_lijder/noun	heb->obj1:effect->[mod:#T,mod:op->obj1:en->cnj:CW]	L6	TRUE	11	L	5	212	longlijders	heilzaam/adj/volkskrant_20040522extra_31/218	heilzaam	6	heilzaam/adj/volkskrant_20040522extra_31/218/L5	TRUE	TRUE	TRUE	FALSE	3	long_lijder	TRUE	TRUE	TRUE	FALSE	3	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20040522extra_31/218/L4	cnj	4	14	hart_patiënt/noun	heb->obj1:effect->[mod:#T,mod:op->obj1:en->cnj:CW]	L4	TRUE	13	L	5	214	hartpatiënten	heilzaam/adj/volkskrant_20040522extra_31/218	heilzaam	4	heilzaam/adj/volkskrant_20040522extra_31/218/L3	TRUE	TRUE	TRUE	FALSE	3	hart_patiënt	TRUE	TRUE	TRUE	FALSE	3	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20040522extra_31/218/L2	cnj	2	14	reumatici/noun	heb->obj1:effect->[mod:#T,mod:op->obj1:en->cnj:CW]	L2	TRUE	15	L	5	216	reumatici	heilzaam/adj/volkskrant_20040522extra_31/218	heilzaam	2	heilzaam/adj/volkskrant_20040522extra_31/218/L1	TRUE	TRUE	TRUE	FALSE	3	reumatici	TRUE	TRUE	TRUE	FALSE	3	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20040522extra_31/218/R1	obj1	1	19	effect/noun	CW->mod:#T	R1	TRUE	18	R	1	219	effect	heilzaam/adj/volkskrant_20040522extra_31/218	heilzaam	1	heilzaam/adj/volkskrant_20040522extra_31/218/R0	TRUE	TRUE	FALSE	FALSE	2	effect	TRUE	FALSE	TRUE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20040522extra_31/218/R13	mod	13	9	goed/adj	NA	R13	FALSE	NA	R	NA	231	goede	heilzaam/adj/volkskrant_20040522extra_31/218	heilzaam	11	heilzaam/adj/volkskrant_20040522extra_31/218/R10	TRUE	TRUE	FALSE	FALSE	2	goed	TRUE	FALSE	TRUE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20040522extra_31/218/R14	obj1	14	10	resultaat/noun	NA	R14	FALSE	NA	R	NA	232	resultaten	heilzaam/adj/volkskrant_20040522extra_31/218	heilzaam	12	heilzaam/adj/volkskrant_20040522extra_31/218/R11	TRUE	TRUE	FALSE	FALSE	2	resultaat	TRUE	FALSE	TRUE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/volkskrant_20041009_79/134/R1	obj1	1	3	werking/noun	CW->mod:#T	R1	TRUE	6	R	1	135	werking	heilzaam/adj/volkskrant_20041009_79/134	heilzaam	1	heilzaam/adj/volkskrant_20041009_79/134/R0	TRUE	TRUE	TRUE	FALSE	3	werking	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20041009_79/134/R5	obj1	5	7	school/noun	werking->[mod:#T,mod:van->obj1:CW]	R5	TRUE	10	R	3	139	school	heilzaam/adj/volkskrant_20041009_79/134	heilzaam	5	heilzaam/adj/volkskrant_20041009_79/134/R4	TRUE	TRUE	TRUE	FALSE	3	school	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20041106_68/162/R1	obj1	1	18	effect/noun	CW->mod:#T	R1	TRUE	17	R	1	163	effect	heilzaam/adj/volkskrant_20041106_68/162	heilzaam	1	heilzaam/adj/volkskrant_20041106_68/162/R0	TRUE	TRUE	TRUE	FALSE	3	effect	TRUE	TRUE	TRUE	FALSE	3	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20041106_68/162/R5	obj1	5	19	debat/noun	heb->obj1:effect->[mod:#T,pc:op->obj1:CW]	R5	TRUE	21	R	4	167	debat	heilzaam/adj/volkskrant_20041106_68/162	heilzaam	5	heilzaam/adj/volkskrant_20041106_68/162/R4	TRUE	FALSE	TRUE	FALSE	2	debat	FALSE	TRUE	TRUE	FALSE	2	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20041106_68/162/R8	mod	8	25	multicultureel/adj	heb->obj1:effect->[mod:#T,pc:op->obj1:debat->mod:over->obj1:samenleving->mod:CW]	R8	TRUE	24	R	7	170	multiculturele	heilzaam/adj/volkskrant_20041106_68/162	heilzaam	8	heilzaam/adj/volkskrant_20041106_68/162/R7	TRUE	FALSE	TRUE	FALSE	2	multicultureel	FALSE	TRUE	TRUE	FALSE	2	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20041106_68/162/R9	obj1	9	22	samenleving/noun	heb->obj1:effect->[mod:#T,pc:op->obj1:debat->mod:over->obj1:CW]	R9	TRUE	25	R	6	171	samenleving	heilzaam/adj/volkskrant_20041106_68/162	heilzaam	9	heilzaam/adj/volkskrant_20041106_68/162/R8	TRUE	FALSE	TRUE	FALSE	2	samenleving	FALSE	TRUE	TRUE	FALSE	2	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20041230_ci_18/393/R1	cnj	1	26	kracht/noun	CW->mod:#T	R1	TRUE	25	R	1	394	krachten	heilzaam/adj/volkskrant_20041230_ci_18/393	heilzaam	1	heilzaam/adj/volkskrant_20041230_ci_18/393/R0	TRUE	TRUE	TRUE	FALSE	3	kracht	FALSE	TRUE	TRUE	FALSE	2	heilzaam_1	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/volkskrant_20041230_ci_18/393/R3	cnj	3	26	talent/noun	en->cnj:kracht->[mod:#T,cnj:CW]	R3	TRUE	27	R	3	396	talenten	heilzaam/adj/volkskrant_20041230_ci_18/393	heilzaam	3	heilzaam/adj/volkskrant_20041230_ci_18/393/R2	TRUE	TRUE	TRUE	FALSE	3	talent	FALSE	TRUE	TRUE	FALSE	2	heilzaam_1	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
heilzaam/adj/algemeen_dagblad_20000421_86/371/L13	obj1	13	22	osteopaat/noun	NA	L13	FALSE	NA	L	NA	358	osteopaat	heilzaam/adj/algemeen_dagblad_20000421_86/371	heilzaam	11	heilzaam/adj/algemeen_dagblad_20000421_86/371/L10	TRUE	TRUE	TRUE	FALSE	3	osteopaat	TRUE	TRUE	TRUE	FALSE	3	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/algemeen_dagblad_20000421_86/371/L5	su	5	3	behandeling/noun	kan->vc:ben->[predc:#T,su:CW]	L5	TRUE	2	L	3	366	behandeling	heilzaam/adj/algemeen_dagblad_20000421_86/371	heilzaam	5	heilzaam/adj/algemeen_dagblad_20000421_86/371/L4	TRUE	FALSE	TRUE	FALSE	2	behandeling	FALSE	TRUE	TRUE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/algemeen_dagblad_20000421_86/371/L1	obj1	1	5	sporter/noun	ben->[predc:#T,mod:voor->obj1:CW]	L1	TRUE	6	L	3	370	sporters	heilzaam/adj/algemeen_dagblad_20000421_86/371	heilzaam	1	heilzaam/adj/algemeen_dagblad_20000421_86/371/L0	FALSE	TRUE	TRUE	FALSE	2	sporter	TRUE	TRUE	FALSE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/algemeen_dagblad_20011124_151/57/L2	su	2	8	tijdverdrijf/noun	heb->obj1:werking->[mod:#T,su:CW]	L2	TRUE	10	L	3	55	tijdverdrijf	heilzaam/adj/algemeen_dagblad_20011124_151/57	heilzaam	2	heilzaam/adj/algemeen_dagblad_20011124_151/57/L1	TRUE	TRUE	FALSE	FALSE	2	tijdverdrijf	TRUE	FALSE	TRUE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/algemeen_dagblad_20011124_151/57/R5	obj1	5	16	stress/noun	werking->[mod:#T,mod:op->obj1:mens->mod:geplaagd->mod:door->obj1:CW]	R5	TRUE	17	R	6	62	stress	heilzaam/adj/algemeen_dagblad_20011124_151/57	heilzaam	5	heilzaam/adj/algemeen_dagblad_20011124_151/57/R4	TRUE	TRUE	TRUE	FALSE	3	stress	TRUE	TRUE	TRUE	FALSE	3	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/algemeen_dagblad_20011124_151/57/R7	obj1	7	14	mens/noun	werking->[mod:#T,mod:op->obj1:CW]	R7	TRUE	19	R	3	64	mens	heilzaam/adj/algemeen_dagblad_20011124_151/57	heilzaam	7	heilzaam/adj/algemeen_dagblad_20011124_151/57/R6	FALSE	TRUE	TRUE	FALSE	2	mens	TRUE	TRUE	FALSE	FALSE	2	heilzaam_1	heilzaam_1	heilzaam_1	NA	healthy	heilzaam_1	heilzaam_1
heilzaam/adj/algemeen_dagblad_20040701_14/44/L9	su	9	9	verblijf/noun	blijk->predc:bad->[mod:#T,su:CW]	L9	TRUE	2	L	3	35	verblijf	heilzaam/adj/algemeen_dagblad_20040701_14/44	heilzaam	9	heilzaam/adj/algemeen_dagblad_20040701_14/44/L8	TRUE	FALSE	TRUE	FALSE	2	verblijf	FALSE	TRUE	TRUE	FALSE	2	heilzaam_2	heilzaam_2	heilzaam_2	NA	beneficial	heilzaam_2	heilzaam_2
